"Date","Breadth","SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted"
2020-04-07,0,274.209991455078,275.029998779297,264.890014648438,265.130004882812,201427200,253.265121459961
2020-04-08,0,267.959991455078,276,265.25,274.029998779297,153774500,261.766784667969
2020-04-09,0,277.579986572266,281.200012207031,275.470001220703,278.200012207031,189999200,265.750183105469
2020-04-13,0,277.140014648438,277.510009765625,271.410003662109,275.660003662109,114839100,263.323852539062
2020-04-14,0,280.980010986328,284.899993896484,275.510009765625,283.790008544922,134143400,271.089935302734
2020-04-15,0,277.570007324219,283.940002441406,275.459991455078,277.760009765625,121775000,265.329925537109
2020-04-16,0,279.149993896484,280.029998779297,275.760009765625,279.100006103516,131798300,266.60986328125
2020-04-17,0,285.380004882812,287.299987792969,282.399993896484,286.640014648438,146684800,273.812438964844
2020-04-20,0,282.609985351562,286.790008544922,281.350006103516,281.589996337891,100109300,268.988464355469
2020-04-21,0,276.730010986328,278.040008544922,272.019989013672,273.040008544922,126385700,260.821136474609
2020-04-22,0,278.350006103516,281,276.910003662109,279.100006103516,92951600,266.60986328125
2020-04-23,0,280.489990234375,283.940002441406,278.75,279.079986572266,104709700,266.5908203125
2020-04-24,0,280.730010986328,283.700012207031,278.5,282.970001220703,85063200,270.306793212891
2020-04-27,0,285.119995117188,288.269989013672,284.619995117188,287.049987792969,77896600,274.204132080078
2020-04-28,0,291.019989013672,291.399993896484,285.399993896484,285.730010986328,105270000,272.943237304688
2020-04-29,0,291.529998779297,294.880004882812,290.410003662109,293.209991455078,118745600,280.088500976562
2020-04-30,0,291.709991455078,293.320007324219,288.589996337891,290.480010986328,122901700,277.480682373047
2020-05-01,0,285.309997558594,290.660003662109,281.519989013672,282.790008544922,125180000,270.134796142578
2020-05-04,0,280.739990234375,283.899993896484,279.130004882812,283.570007324219,80873200,270.879852294922
2020-05-05,642.770189252462,286.640014648438,289.25,283.709991455078,286.190002441406,79569900,273.382598876953
2020-05-06,525.909211236894,288.040008544922,288.459991455078,283.779998779297,284.25,73632600,271.529418945312
2020-05-07,628.076905491576,287.75,289.779998779297,287.130004882812,287.679992675781,75250400,274.805847167969
2020-05-08,817.465184157905,291.089996337891,292.950012207031,289.859985351562,292.440002441406,76452400,279.352905273438
2020-05-11,729.159022727089,290.339996337891,294,289.880004882812,292.5,79514200,279.410186767578
2020-05-12,517.524821767036,293.790008544922,294.239990234375,286.519989013672,286.670013427734,95870800,273.841125488281
2020-05-13,346.686633167267,286.059997558594,287.190002441406,278.959991455078,281.600006103516,144721100,268.997985839844
2020-05-14,442.880903179453,278.950012207031,285.109985351562,272.989990234375,284.970001220703,121977900,272.217193603516
2020-05-15,448.2854947669,282.369995117188,286.329986572266,281.339996337891,286.279998779297,111146300,273.468566894531
2020-05-18,836.990724897768,293.049987792969,296.75,292.700012207031,295,119703800,281.79833984375
2020-05-19,700.497376743589,294.350006103516,296.209991455078,291.950012207031,291.970001220703,95189300,278.903991699219
2020-05-20,817.995150218019,295.820007324219,297.869995117188,295.570007324219,296.929992675781,85861700,283.641967773438
2020-05-21,732.607174808724,296.790008544922,297.670013427734,293.690002441406,294.880004882812,78293900,281.683776855469
2020-05-22,761.530709105093,294.570007324219,295.630004882812,293.220001220703,295.440002441406,63958200,282.218597412109
2020-05-26,912.278072198553,301.929992675781,302.190002441406,295.459991455078,299.079986572266,88951400,285.695709228516
2020-05-27,978.043656527719,302.119995117188,303.570007324219,296.869995117188,303.529998779297,104817400,289.946655273438
2020-05-28,1010.93755712069,304.649993896484,306.839996337891,302.239990234375,302.970001220703,90405200,289.411651611328
2020-05-29,1028.6148289418,302.459991455078,304.959991455078,299.470001220703,304.320007324219,119090800,290.701232910156
2020-06-01,1029.6662855861,303.619995117188,306.209991455078,303.059997558594,305.549987792969,55758300,291.876159667969
2020-06-02,1051.56602115468,306.549987792969,308.130004882812,305.100006103516,308.079986572266,74267200,294.29296875
2020-06-03,1033.46612776466,310.239990234375,313.220001220703,309.940002441406,312.179992675781,92567600,298.209533691406
2020-06-04,995.132867787568,311.109985351562,313,309.079986572266,311.359985351562,75794400,297.42626953125
2020-06-05,1005.99665808532,317.230010986328,321.269989013672,317.160003662109,319.339996337891,150524700,305.049102783203
2020-06-08,1029.08151560414,320.220001220703,323.410003662109,319.630004882812,323.200012207031,73641200,308.736419677734
2020-06-09,1019.43196737679,320.299987792969,323.279998779297,319.359985351562,320.790008544922,77479200,306.434234619141
2020-06-10,1024.71912275016,321.420013427734,322.390014648438,318.220001220703,319,95000800,304.724334716797
2020-06-11,362.150857857741,311.459991455078,312.149993896484,300.010009765625,300.609985351562,209243600,287.157318115234
2020-06-12,504.44447543401,308.239990234375,309.079986572266,298.600006103516,304.209991455078,194678900,290.596160888672
2020-06-15,585.888000648535,298.019989013672,308.279998779297,296.739990234375,307.049987792969,135782700,293.309112548828
2020-06-16,781.937880781634,315.480010986328,315.640014648438,307.670013427734,312.959991455078,137627500,298.95458984375
2020-06-17,611.368285127576,314.070007324219,314.390014648438,310.859985351562,311.660003662109,83398900,297.712799072266
2020-06-18,565.620150418878,310.010009765625,312.299987792969,309.510009765625,311.779998779297,80828700,297.827362060547
2020-06-19,417.400761272122,314.170013427734,314.380004882812,306.529998779297,308.640014648438,135549600,296.125305175781
2020-06-22,411.983059941085,307.989990234375,311.049987792969,306.75,310.619995117188,74649400,298.025024414062
2020-06-23,384.063689753534,313.489990234375,314.5,311.609985351562,312.049987792969,68471200,299.397064208984
2020-06-24,168.495189823543,309.839996337891,310.510009765625,302.100006103516,304.089996337891,132813500,291.759796142578
2020-06-25,226.985541960564,303.470001220703,307.640014648438,301.279998779297,307.350006103516,89468000,294.887634277344
2020-06-26,142.099823405828,306.160003662109,306.390014648438,299.420013427734,300.049987792969,127961000,287.883636474609
2020-06-29,191.28179124066,301.410003662109,304.609985351562,298.929992675781,304.459991455078,79773300,292.114807128906
2020-06-30,326.015274537681,303.989990234375,310.200012207031,303.820007324219,308.359985351562,113394800,295.856689453125
2020-07-01,377.871418392782,309.570007324219,311.890014648438,309.070007324219,310.519989013672,72396500,297.929077148438
2020-07-02,446.223337909798,314.239990234375,315.700012207031,311.510009765625,312.230010986328,69344200,299.56982421875
2020-07-06,607.339532382883,316.369995117188,317.679992675781,315.559997558594,317.049987792969,61713800,304.194305419922
2020-07-07,480.403766123454,315.380004882812,317.519989013672,313.369995117188,313.779998779297,82910000,301.056945800781
2020-07-08,511.008878510544,314.609985351562,316.299987792969,312.700012207031,316.179992675781,54638600,303.359619140625
2020-07-09,433.994375609621,316.839996337891,317.100006103516,310.679992675781,314.380004882812,83354200,301.632629394531
2020-07-10,552.638661481026,314.309997558594,317.880004882812,312.760009765625,317.589996337891,57550400,304.712432861328
2020-07-13,521.57747937712,320.130004882812,322.709991455078,314.130004882812,314.839996337891,102997500,302.073974609375
2020-07-14,709.611474134818,313.299987792969,319.760009765625,312,318.920013427734,93657000,305.988525390625
2020-07-15,866.823230841164,322.410003662109,323.040008544922,319.269989013672,321.850006103516,87196500,308.799713134766
2020-07-16,850.351278622558,319.790008544922,321.279998779297,319.089996337891,320.790008544922,54622500,307.78271484375
2020-07-17,873.22417462164,321.880004882812,322.570007324219,319.739990234375,321.720001220703,62774900,308.674926757812
2020-07-20,815.486937977091,321.429992675781,325.130004882812,320.619995117188,324.320007324219,56308800,311.169555664062
2020-07-21,945.634677802551,326.450012207031,326.929992675781,323.940002441406,325.010009765625,57292200,311.831604003906
2020-07-22,959.611293427244,324.619995117188,327.200012207031,324.5,326.859985351562,57792900,313.606567382812
2020-07-23,898.291131696489,326.470001220703,327.230010986328,321.480010986328,322.959991455078,75738000,309.864715576172
2020-07-24,835.009632198266,320.950012207031,321.989990234375,319.25,320.880004882812,73766600,307.869049072266
2020-07-27,804.552209939022,321.630004882812,323.410003662109,320.769989013672,323.220001220703,48293000,310.114166259766
2020-07-28,732.535551584712,322.429992675781,323.640014648438,320.850006103516,321.170013427734,57495000,308.147338867188
2020-07-29,897.737753581446,322.119995117188,325.730010986328,322.079986572266,325.119995117188,48454200,311.937103271484
2020-07-30,728.433993867631,321.899993896484,324.410003662109,319.640014648438,323.959991455078,61861700,310.824127197266
2020-07-31,710.163129370956,325.899993896484,326.630004882812,321.329986572266,326.519989013672,84986800,313.280334472656
2020-08-03,732.851297928087,328.320007324219,329.619995117188,327.730010986328,328.790008544922,53077900,315.458312988281
2020-08-04,791.887668284016,327.859985351562,330.059997558594,327.859985351562,330.059997558594,41917900,316.676818847656
2020-08-05,805.32496464473,331.470001220703,332.390014648438,331.179992675781,332.109985351562,42697700,318.643676757812
2020-08-06,780.705252254164,331.480010986328,334.459991455078,331.130004882812,334.329986572266,43679400,320.773651123047
2020-08-07,840.632506657451,333.279998779297,334.880004882812,332.299987792969,334.570007324219,57308300,321.00390625
2020-08-10,886.28977012185,335.059997558594,335.769989013672,332.959991455078,335.570007324219,44282100,321.96337890625
2020-08-11,796.669910283924,336.850006103516,337.540008544922,332.010009765625,332.799987792969,69601100,319.305694580078
2020-08-12,883.241338028375,335.440002441406,338.279998779297,335.410003662109,337.440002441406,53774400,323.757598876953
2020-08-13,847.407573191118,336.609985351562,338.25,335.829986572266,336.829986572266,41816100,323.172302246094
2020-08-14,838.571615994754,336.410003662109,337.420013427734,335.619995117188,336.839996337891,47260400,323.181915283203
2020-08-17,842.759212226497,337.940002441406,338.339996337891,336.850006103516,337.910003662109,35481000,324.20849609375
2020-08-18,800.769425357824,338.339996337891,339.100006103516,336.609985351562,338.640014648438,38733900,324.908966064453
2020-08-19,688.618847438707,339.049987792969,339.609985351562,336.619995117188,337.230010986328,68054200,323.556091308594
2020-08-20,592.946184436801,335.359985351562,338.799987792969,335.220001220703,338.279998779297,42207800,324.563507080078
2020-08-21,560.625410048198,337.920013427734,339.720001220703,337.549987792969,339.480010986328,55106600,325.714874267578
2020-08-24,726.772068229293,342.119995117188,343,339.450012207031,342.920013427734,48588700,329.015411376953
2020-08-25,708.203374243992,343.529998779297,344.209991455078,342.269989013672,344.119995117188,38463400,330.166656494141
2020-08-26,651.629010924176,344.760009765625,347.859985351562,344.170013427734,347.570007324219,50790200,333.476806640625
2020-08-27,704.822091118954,348.510009765625,349.899993896484,346.529998779297,348.329986572266,58034100,334.205963134766
2020-08-28,741.202194463782,349.440002441406,350.720001220703,348.149993896484,350.579986572266,48588900,336.364776611328
2020-08-31,640.523992293203,350.350006103516,351.299987792969,349.059997558594,349.309997558594,66099200,335.146240234375
2020-09-01,640.221935227191,350.209991455078,352.709991455078,349.239990234375,352.600006103516,54908700,338.302886962891
2020-09-02,835.201361713845,354.670013427734,358.75,353.429992675781,357.700012207031,69540000,343.196044921875
2020-09-03,549.260205290232,355.869995117188,356.380004882812,342.589996337891,345.390014648438,148011100,331.385223388672
2020-09-04,502.882277223702,346.130004882812,347.829986572266,334.869995117188,342.570007324219,139156300,328.679565429688
2020-09-08,296.804684991956,336.709991455078,342.640014648438,332.880004882812,333.209991455078,114465300,319.699096679688
2020-09-09,444.914763525984,337.549987792969,342.459991455078,336.609985351562,339.790008544922,91462300,326.012268066406
2020-09-10,307.705908387698,341.820007324219,342.529998779297,332.850006103516,333.890014648438,90569500,320.351501464844
2020-09-11,366.316734530409,335.820007324219,336.970001220703,331,334.059997558594,84680200,320.5146484375
2020-09-14,569.563032529422,337.489990234375,340.380004882812,334.220001220703,338.459991455078,65605700,324.736236572266
2020-09-15,594.06453131687,341.119995117188,342.019989013672,338.470001220703,340.170013427734,52920900,326.376892089844
2020-09-16,625.196112445473,341.510009765625,343.059997558594,338.519989013672,338.820007324219,82096000,325.081604003906
2020-09-17,554.272587578534,333.559997558594,337.700012207031,332.989990234375,335.839996337891,91523300,322.222442626953
2020-09-18,434.626385462746,335.369995117188,335.489990234375,327.970001220703,330.649993896484,105877900,318.512786865234
2020-09-21,162.987288933153,325.700012207031,327.130004882812,321.730010986328,326.970001220703,99450800,314.967864990234
2020-09-22,230.454886991075,328.570007324219,330.899993896484,325.859985351562,330.299987792969,63612100,318.175659179688
2020-09-23,85.7802854790181,330.899993896484,331.200012207031,322.100006103516,322.640014648438,93112200,310.796875
2020-09-24,99.7290516786749,321.220001220703,326.799987792969,319.799987792969,323.5,76681300,311.625244140625
2020-09-25,245.212481985617,322.579986572266,329.579986572266,321.640014648438,328.730010986328,71069400,316.663269042969
2020-09-28,450.212407741549,333.220001220703,334.959991455078,332.149993896484,334.190002441406,64584600,321.9228515625
2020-09-29,389.559466271945,333.970001220703,334.769989013672,331.619995117188,332.369995117188,51304000,320.169677734375
2020-09-30,509.412259022913,333.089996337891,338.290008544922,332.880004882812,334.890014648438,104081100,322.59716796875
2020-10-01,536.845558497215,337.690002441406,338.739990234375,335.010009765625,337.040008544922,88698700,324.668273925781
2020-10-02,645.370328237565,331.700012207031,337.010009765625,331.190002441406,333.839996337891,89431100,321.585662841797
2020-10-05,807.899404246796,336.059997558594,339.959991455078,336.010009765625,339.760009765625,45713100,327.288391113281
2020-10-06,705.262086065903,339.910003662109,342.170013427734,334.380004882812,334.929992675781,90128900,322.635681152344
2020-10-07,823.712442454284,338.119995117188,341.630004882812,338.089996337891,340.760009765625,56999600,328.251708984375
2020-10-08,944.468555780758,342.850006103516,343.850006103516,341.859985351562,343.779998779297,45242500,331.160888671875
2020-10-09,932.043069418713,345.559997558594,347.350006103516,344.890014648438,346.850006103516,59528600,334.1181640625
2020-10-12,969.878745537818,349.589996337891,354.019989013672,349.059997558594,352.429992675781,80388500,339.493286132812
2020-10-13,877.963818014179,352.279998779297,352.470001220703,349.089996337891,350.130004882812,73255500,337.277740478516
2020-10-14,857.031100732598,350.75,351.929992675781,347.140014648438,347.929992675781,57727900,335.158508300781
2020-10-15,887.702016452875,343.709991455078,348.019989013672,343.130004882812,347.5,60357700,334.744262695312
2020-10-16,854.023541813712,348.959991455078,350.75,347.100006103516,347.290008544922,89501900,334.5419921875
2020-10-19,677.055410408909,348.649993896484,349.329986572266,341.040008544922,342.010009765625,68425600,329.455810546875
2020-10-20,707.493527353131,343.459991455078,346.880004882812,342.640014648438,343.380004882812,60051900,330.775512695312
2020-10-21,639.418747352706,343.329986572266,345.670013427734,342.399993896484,342.730010986328,63575000,330.149383544922
2020-10-22,713.052284095839,342.959991455078,345.239990234375,340.649993896484,344.609985351562,55399300,331.960388183594
2020-10-23,722.71567218293,345.929992675781,345.989990234375,343.130004882812,345.779998779297,49143900,333.087432861328
2020-10-26,448.260400304864,342.130004882812,342.980010986328,335.619995117188,339.390014648438,91473000,326.932006835938
2020-10-27,341.097800447098,339.760009765625,340.119995117188,337.989990234375,338.220001220703,65994100,325.804901123047
2020-10-28,120.758467299577,332.100006103516,338.25,326.130004882812,326.660003662109,127094300,314.669219970703
2020-10-29,175.466932454384,326.910003662109,333.399993896484,325.089996337891,329.980010986328,90597700,317.867462158203
2020-10-30,158.054212907812,328.279998779297,329.690002441406,322.600006103516,326.540008544922,120287300,314.5537109375
2020-11-02,378.054462519657,330.200012207031,332.359985351562,327.239990234375,330.200012207031,86068300,318.079345703125
2020-11-03,545.745438595705,333.690002441406,338.25,330.290008544922,336.029998779297,93294200,323.6953125
2020-11-04,512.880477831505,340.859985351562,347.940002441406,339.589996337891,343.540008544922,126959700,330.929656982422
2020-11-05,730.703624856637,349.239990234375,352.190002441406,348.859985351562,350.239990234375,82039700,337.383697509766
2020-11-06,671.245257135743,349.929992675781,351.510009765625,347.649993896484,350.160003662109,74973000,337.306671142578
2020-11-09,838.72463387602,363.970001220703,364.380004882812,354.059997558594,354.559997558594,172304200,341.545166015625
2020-11-10,867.396487378958,353.489990234375,355.179992675781,350.510009765625,354.040008544922,85552000,341.044250488281
2020-11-11,928.720890916733,356.399993896484,357.559997558594,355.059997558594,356.670013427734,58649000,343.577697753906
2020-11-12,867.050116380766,355.579986572266,356.720001220703,351.260009765625,353.209991455078,67546200,340.244720458984
2020-11-13,938.435968738866,355.269989013672,358.899993896484,354.709991455078,358.100006103516,62892200,344.955200195312
2020-11-16,956.54229121886,360.980010986328,362.779998779297,359.589996337891,362.570007324219,74541100,349.261169433594
2020-11-17,920.058346533451,359.970001220703,361.920013427734,358.339996337891,360.619995117188,66111000,347.382690429688
2020-11-18,856.454730004281,360.910003662109,361.5,356.239990234375,356.279998779297,70591300,343.202056884766
2020-11-19,867.908151760415,355.600006103516,358.179992675781,354.149993896484,357.779998779297,59940900,344.64697265625
2020-11-20,853.269012950639,357.5,357.720001220703,355.25,355.329986572266,70417300,342.286865234375
2020-11-23,860.958375816376,357.279998779297,358.820007324219,354.869995117188,357.459991455078,63230600,344.338714599609
2020-11-24,907.634122333924,360.209991455078,363.809997558594,359.290008544922,363.220001220703,62415900,349.887268066406
2020-11-25,895.215596423808,363.130004882812,363.160003662109,361.480010986328,362.660003662109,45330900,349.347839355469
2020-11-27,888.3656492168,363.839996337891,364.179992675781,362.579986572266,363.670013427734,28514100,350.320770263672
2020-11-30,835.839970868446,362.829986572266,363.119995117188,359.170013427734,362.059997558594,83872700,348.769866943359
2020-12-01,856.465020337694,365.570007324219,367.679992675781,364.929992675781,366.019989013672,74231400,352.584442138672
2020-12-02,793.8769248226,364.820007324219,366.959991455078,364.200012207031,366.790008544922,45927000,353.326202392578
2020-12-03,773.544782146717,366.679992675781,368.190002441406,365.5,366.690002441406,62882000,353.229858398438
2020-12-04,814.203771009108,367.320007324219,369.850006103516,367.220001220703,369.850006103516,50749900,356.273895263672
2020-12-07,776.082868729776,369.019989013672,369.619995117188,367.720001220703,369.089996337891,48944300,355.541748046875
2020-12-08,789.605485053615,367.720001220703,370.779998779297,367.670013427734,370.170013427734,42458900,356.582153320312
2020-12-09,750.947902493104,370.880004882812,371.049987792969,365.950012207031,366.850006103516,74098300,353.384002685547
2020-12-10,654.200690437422,365.369995117188,367.859985351562,364.429992675781,366.730010986328,57735400,353.268402099609
2020-12-11,587.419025605032,364.899993896484,366.739990234375,363.260009765625,366.299987792969,57698600,352.854217529297
2020-12-14,484.6568901327,368.640014648438,369.799987792969,364.470001220703,364.660003662109,69216200,351.274383544922
2020-12-15,699.356486539762,367.399993896484,369.589996337891,365.920013427734,369.589996337891,63865300,356.0234375
2020-12-16,656.629679144772,369.820007324219,371.160003662109,368.869995117188,370.170013427734,58420500,356.582153320312
2020-12-17,721.836337356292,371.940002441406,372.459991455078,371.049987792969,372.239990234375,64119500,358.576171875
2020-12-18,639.624012549879,370.970001220703,371.149993896484,367.019989013672,369.179992675781,136542300,357.144409179688
2020-12-21,535.071652822986,364.970001220703,378.459991455078,362.029998779297,367.859985351562,96386700,355.867431640625
2020-12-22,477.433924740265,368.209991455078,368.329986572266,366.029998779297,367.239990234375,47949000,355.267639160156
2020-12-23,559.079270584032,368.279998779297,369.619995117188,367.220001220703,367.570007324219,46201400,355.5869140625
2020-12-24,585.674379233711,368.079986572266,369.029998779297,367.450012207031,369,26457900,356.970275878906
2020-12-28,622.359690560614,371.739990234375,372.589996337891,371.070007324219,372.170013427734,39000400,360.036926269531
2020-12-29,530.781537881937,373.809997558594,374,370.829986572266,371.459991455078,53680500,359.350067138672
2020-12-30,626.750456803982,372.339996337891,373.100006103516,371.570007324219,371.989990234375,49455300,359.862762451172
2020-12-31,737.696240888313,371.779998779297,374.660003662109,371.230010986328,373.880004882812,78520700,361.691192626953
2021-01-04,441.923817329503,375.309997558594,375.450012207031,364.820007324219,368.790008544922,110210800,356.767120361328
2021-01-05,577.030753166612,368.100006103516,372.5,368.049987792969,371.329986572266,66426200,359.224273681641
2021-01-06,785.95371946679,369.709991455078,376.980010986328,369.119995117188,373.549987792969,107997700,361.371917724609
2021-01-07,787.148683726232,376.100006103516,379.899993896484,375.910003662109,379.100006103516,68766800,366.740997314453
2021-01-08,824.009937440299,380.589996337891,381.489990234375,377.100006103516,381.260009765625,71677200,368.83056640625
2021-01-11,749.427997773712,377.850006103516,380.579986572266,377.720001220703,378.690002441406,51034700,366.344390869141
2021-01-12,724.445381228409,378.890014648438,379.859985351562,376.359985351562,378.769989013672,52547700,366.421752929688
2021-01-13,734.796953858772,378.690002441406,380.859985351562,377.850006103516,379.790008544922,45303600,367.408538818359
2021-01-14,713.551530114907,380.589996337891,381.130004882812,378.100006103516,378.459991455078,49989100,366.121856689453
2021-01-15,715.373075185621,376.720001220703,377.579986572266,373.700012207031,375.700012207031,107160000,363.451873779297
2021-01-19,708.557816114767,378.339996337891,379.230010986328,376.75,378.649993896484,51233300,366.3056640625
2021-01-20,831.284384958773,381.109985351562,384.790008544922,380.690002441406,383.890014648438,61836100,371.374847412109
2021-01-21,744.408437234908,384.489990234375,384.950012207031,383.25,384.239990234375,47840100,371.713439941406
2021-01-22,666.48676918613,382.25,384.130004882812,381.839996337891,382.880004882812,52860500,370.397796630859
2021-01-25,667.099846400792,383.670013427734,384.769989013672,378.459991455078,384.390014648438,70402000,371.858581542969
2021-01-26,546.171815003019,385.410003662109,385.850006103516,383.540008544922,383.790008544922,42665300,371.278137207031
2021-01-27,334.560044659539,380.220001220703,380.320007324219,372.010009765625,374.410003662109,123351100,362.203948974609
2021-01-28,404.806770207418,376.359985351562,381.929992675781,375.890014648438,377.630004882812,94198100,365.318939208984
2021-01-29,254.202773411843,375.630004882812,376.670013427734,368.269989013672,370.070007324219,126765100,358.005401611328
2021-02-01,354.731162280621,373.720001220703,377.339996337891,370.380004882812,376.230010986328,75817600,363.964599609375
2021-02-02,461.113568490248,379.649993896484,383.220001220703,376.320007324219,381.549987792969,64450700,369.111083984375
2021-02-03,482.748209521936,382.440002441406,383.700012207031,380.480010986328,381.850006103516,52427100,369.401336669922
2021-02-04,647.374810552969,382.959991455078,386.239990234375,381.970001220703,386.190002441406,47142600,373.599822998047
2021-02-05,734.991932401226,388.200012207031,388.470001220703,386.140014648438,387.709991455078,48669800,375.0703125
2021-02-08,838.451209143675,389.269989013672,390.559997558594,388.350006103516,390.510009765625,38365200,377.779052734375
2021-02-09,793.344871917913,389.609985351562,390.890014648438,389.170013427734,390.25,35551100,377.527496337891
2021-02-10,830.210975191329,392.119995117188,392.279998779297,387.5,390.079986572266,59154400,377.363067626953
2021-02-11,775.794295259814,391.239990234375,391.690002441406,388.100006103516,390.709991455078,42913300,377.972503662109
2021-02-12,794.918600089613,389.850006103516,392.899993896484,389.769989013672,392.640014648438,50593300,379.839630126953
2021-02-16,748.898188120187,393.959991455078,394.170013427734,391.529998779297,392.299987792969,50972400,379.510650634766
2021-02-17,747.612006113267,390.420013427734,392.660003662109,389.329986572266,392.390014648438,52290600,379.597778320312
2021-02-18,752.450428736227,389.589996337891,391.519989013672,387.739990234375,390.720001220703,59712800,377.982177734375
2021-02-19,725.204879975582,392.070007324219,392.380004882812,389.549987792969,390.029998779297,83241000,377.314697265625
2021-02-22,669.59645845478,387.059997558594,389.619995117188,386.739990234375,387.029998779297,67414200,374.412414550781
2021-02-23,648.76029060357,384.660003662109,388.950012207031,380.200012207031,387.5,107284100,374.8671875
2021-02-24,702.409864880988,386.329986572266,392.230010986328,385.269989013672,391.769989013672,72433900,378.997894287109
2021-02-25,595.447896490245,390.410003662109,391.880004882812,380.779998779297,382.329986572266,146670500,369.86572265625
2021-02-26,516.988928605561,384.350006103516,385.579986572266,378.230010986328,380.359985351562,152701600,367.9599609375
2021-03-01,651.691448835882,385.589996337891,390.920013427734,380.570007324219,389.579986572266,105348800,376.879302978516
2021-03-02,623.746193063512,389.820007324219,390.070007324219,386,386.540008544922,79595300,373.938415527344
2021-03-03,560.366015379785,385.790008544922,386.829986572266,381.309997558594,381.420013427734,119940200,368.985412597656
2021-03-04,473.748463641067,381.220001220703,384,371.880004882812,376.700012207031,183433000,364.419250488281
2021-03-05,681.560470276747,380.459991455078,384.760009765625,372.640014648438,383.630004882812,152039600,371.123352050781
2021-03-08,723.175851750689,384.660003662109,387.679992675781,381.420013427734,381.720001220703,123149200,369.275604248047
2021-03-09,761.129248195677,385.850006103516,389.910003662109,385.309997558594,387.170013427734,113633600,374.547912597656
2021-03-10,820.478322439201,389.690002441406,391.399993896484,388.170013427734,389.579986572266,109899400,376.879302978516
2021-03-11,872.456210721155,392.230010986328,395.649993896484,391.739990234375,393.529998779297,86245000,380.700592041016
2021-03-12,894.571931912218,392.070007324219,394.209991455078,391.200012207031,394.059997558594,64653600,381.213256835938
2021-03-15,951.303177328257,394.329986572266,396.690002441406,392.029998779297,396.410003662109,73427200,383.486694335938
2021-03-16,897.491387867624,397.070007324219,397.829986572266,395.079986572266,395.910003662109,73722500,383.002990722656
2021-03-17,924.10425085587,394.529998779297,398.119995117188,393.299987792969,397.260009765625,97959300,384.308929443359
2021-03-18,733.694456771005,394.480010986328,396.720001220703,390.75,391.480010986328,115349100,378.717407226562
2021-03-19,709.077697261748,389.880004882812,391.570007324219,387.149993896484,389.480010986328,113624500,378.0166015625
2021-03-22,727.071650014838,390.029998779297,394.070007324219,389.970001220703,392.589996337891,73778600,381.035125732422
2021-03-23,570.904895872231,391.910003662109,393.459991455078,388.660003662109,389.5,90686600,378.036071777344
2021-03-24,560.336726651295,391,392.75,387.470001220703,387.519989013672,97588600,376.114349365234
2021-03-25,682.539706116147,385.980010986328,390.549987792969,383.899993896484,389.700012207031,116128600,378.230194091797
2021-03-26,839.323943301845,390.929992675781,396.410003662109,390.290008544922,395.980010986328,114409100,384.325378417969
2021-03-29,744.700324734434,394.399993896484,396.75,392.809997558594,395.779998779297,108107600,384.131225585938
2021-03-30,793.1419701705,394.420013427734,395.450012207031,393.019989013672,394.730010986328,76262200,383.112182617188
2021-03-31,759.956703491704,395.339996337891,398,395.309997558594,396.329986572266,112734200,384.6650390625
2021-04-01,853.920538492165,398.399993896484,400.670013427734,398.179992675781,400.609985351562,99682900,388.819030761719
2021-04-05,866.893628759354,403.459991455078,406.940002441406,403.380004882812,406.359985351562,91684800,394.399841308594
2021-04-06,880.458384516269,405.760009765625,407.239990234375,405.399993896484,406.119995117188,62021000,394.166900634766
2021-04-07,834.409386082262,405.940002441406,406.959991455078,405.450012207031,406.589996337891,55836300,394.623077392578
2021-04-08,828.992668994908,407.929992675781,408.579986572266,406.929992675781,408.519989013672,57863100,396.496246337891
